Va !	Ir !
Je suis un bon chauffeur de taxi.	Eu sou um bom motorista de táxi.
Je ne veux pas faire ceci ici.	Eu não quero fazer isso aqui.
J'en ai assez des hôpitaux.	Eu tenho hospitais suficientes.
Nous avons besoin d'hommes comme vous.	Precisamos de homens como você.
Comment appellent-ils ceci ?	Como eles chamam isso?
Peut-être me suis-je trompé.	Talvez eu tenha enganado.
Les familles ont commencé à avoir de moins en moins d'enfants.	As famílias começaram a ter menos e menos filhos.
Nous y sommes.	Aqui estamos.
Nous écoutons.	Estamos ouvindo.
Elle est une championne de football.	Ela é um campeão de futebol.
Je sais qu'ils sont toujours en vie.	Eu sei que eles ainda estão vivos.
Êtes-vous suivi ?	Você é seguido?
Mon plan est toujours meilleur que le tien.	Meu plano é sempre melhor que o seu.
Ils sont aimés de tous.	Eles são amados por todos.
Tom pouvait à peine entendre ce que Mary s'efforçait de dire.	Tom mal podia ouvir o que Mary estava tentando dizer.
Je trouve amusant de nager.	Eu acho divertido nadar.
Tu m'as manqué.	Senti a sua falta.
Qu'est-ce qui te fait croire que je veux passer Noël avec Tom ?	O que faz você acreditar que eu quero passar o Natal com Tom?
C'est désormais ton problème.	Agora é o seu problema.
Vous avez oublié, hier, de fermer la porte de votre bureau, lorsque vous êtes parties.	Você esqueceu ontem para fechar a porta do seu escritório quando for festas.
Je ne vais pas te faire de mal.	Eu não vou te machucar.
J'ai pensé que vous voudriez que je vous rende ceci.	Eu pensei que você gostaria que eu te desse isso.
Tom est médecin.	Tom é médico.
Pourriez-vous me montrer cette cravate ?	Você poderia me mostrar este empate?
N'importe qui peut le lire.	Qualquer um pode ler.
L'horloge tictaque.	O relógio Tictack.
Tom nia qu'il ait volé quelque chose.	Tom Nia ele roubou alguma coisa.
Je déteste quand mes habits sentent la clope.	Eu odeio quando minhas roupas sentem o cigarro.
Je ne m'attendais pas à vous voir ici.	Eu não esperava ver você aqui.
Comme il ne sent pas bien aujourd'hui, il ne peut pas venir au bureau.	Como ele não se sente bem hoje, ele não pode vir ao escritório.
Lorsque je parvins à l'école, la course était déjà terminée.	Quando chego à escola, a corrida já acabou.
De quelle partie de l'Australie viens-tu ?	Qual parte da Austrália você é?
Personne ne m'a dit qu'il avait échoué.	Ninguém me disse que ele havia falhado.
S'il vous plaît, parlez plus fort pour que tout le monde vous entende.	Por favor, fale mais alto para que todos o ouvem.
Tout changea.	Tudo mudou.
Dansez avec moi.	Dance Comigo.
Il est nécessaire que nous pourvoyions pour le futur.	É necessário que possamos para o futuro.
Parviens-tu à lire ce qui est écrit au tableau ?	Você consegue ler o que está escrito no quadro?
Je connais ce quartier.	Eu conheço este bairro.
Le style de vie de cet artiste est non-conventionnel.	O estilo de vida deste artista é não convencional.
Il est parfois absent du travail sans bonne raison.	Às vezes, é ausente do trabalho sem boas razões.
Pourrais-tu m'expliquer les règles ?	Você poderia me explicar as regras?
Vous êtes faible.	És fraco.
Je ne suis pas resté longtemps en relation avec eux.	Eu não fiquei em contato com eles por um longo tempo.
Pouvez-vous m'aider à peindre ma maison ?	Você pode me ajudar a pintar minha casa?
Tom la voyait.	Tom a viu.
J'achète des bonbons et des biscuits.	Eu compro doces e biscoitos.
Tu dois payer des impôts.	Você tem que pagar impostos.
Ça doit être sérieux.	Deve ser sério.
J'étais d'accord avec Tom.	Eu concordei com Tom.
Tom pensait que Marie n'aurait pas été capable de gagner plus de trente dollars en une heure.	Tom pensou que Mary não teria sido capaz de ganhar mais de trinta dólares em uma hora.
C'est un écrivain réputé dans le monde entier.	É um escritor renomado em todo o mundo.
C'est l'endroit le plus sûr que je connaisse.	Este é o lugar mais seguro que conheço.
Il est venu pour me prendre.	Ele veio para me levar.
Je peux imaginer ce que tu as ressenti.	Eu posso imaginar o que você se sentia.
Je sais que Tom a été horrifié.	Eu sei que Tom foi horrorizado.
C'est vraiment trop.	É muito demais.
J'aurais dû rentrer chez moi.	Eu deveria ter voltado para casa.
Rappelle-toi ce dont nous avons parlé hier !	Lembre-se do que falamos ontem!
La fille laissa l'oiseau s'envoler.	A garota deixou o pássaro voando para longe.
Il me dit qu'il commencerait le jour suivant.	Ele me diz que ele começaria no dia seguinte.
Voudrais-tu prendre un congé ?	Você gostaria de se despedir?
Je veux trouver d'où c'est venu.	Eu quero encontrar de onde veio.
Si John téléphone, veuillez lui dire que je serai de retour à six heures.	Se John Telefone, por favor, diga a ele que voltarei às seis horas.
Tu peux me dire la vérité.	Você pode me dizer a verdade.
Je n'ai pas assez d'argent donc je ne peux pas y aller.	Eu não tenho dinheiro suficiente para não poder ir lá.
Je comprends le problème.	Eu entendo o problema.
Mère a acheté deux bouteilles de jus d'orange.	Mãe comprou duas garrafas de suco de laranja.
Ce n'est vraiment pas juste.	Não é realmente justo.
Je sais que Tom est difficile.	Eu sei que Tom é difícil.
Quel genre de personnes oublierait de ramasser ses enfants après l'école ?	Que tipo de pessoas esqueceriam de pegar seus filhos depois da escola?
Nous avons fait cela.	Nós fizemos isso.
Je n'aurais pas dû louper le réveil.	Eu não deveria ter tocado o despertador.
Pas de discussion.	Nenhuma discussão.
Il m'observe.	Isso me observa.
Pourquoi es-tu si jaloux ?	Por que você é tão ciumento?
Je suis sûr.	Eu estou ligado.
Tout le monde s'est évadé.	Todos escaparam.
Restons mariés.	Vamos ficar casados.
Il a laissé ses clefs dans la voiture.	Ele deixou as chaves no carro.
Je voudrais marcher le long de la rivière.	Eu gostaria de andar ao longo do rio.
Ce serait dur.	Seria difícil.
J'ignorais qui elles étaient.	Eu não sabia quem eles eram.
Vais-je mourir ?	Eu vou morrer?
Tout le monde n'était pas d'accord.	Todo mundo não concordou.
Qu'allez-vous faire pendant vos vacances d'été ?	O que você vai fazer durante as suas férias de verão?
Mon père est vraiment très impliqué dans la bourse à présent.	Meu pai está realmente muito envolvido na bolsa de estudos agora.
Si tu fais face à des ennuis, je t'aiderai, et mon père le fera également.	Se você enfrentar problemas, eu vou ajudá-lo, e meu pai também fará isso.
Je veux celui-ci.	Eu quero este.
Il te faut réparer ça.	Você deve reparar isso.
J'ai pensé que vous aimeriez peut-être du café chaud.	Eu pensei que você pode querer café quente.
Tu es plus grande que moi.	Você é mais alto que eu.
Je ne m'entends pas avec mes voisins.	Eu não ouço com meus vizinhos.
Vous avez entendu votre mère.	Você ouviu sua mãe.
Tu n'étais pas obligé de venir si tôt.	Você não foi obrigado a vir tão cedo.
Je ne suis pas votre fils.	Eu não sou seu filho.
Je suis très heureux de ta décision.	Estou muito feliz com sua decisão.
Arrête de râler.	Pare de gemer.
Pourriez-vous m'indiquer votre localisation ?	Você poderia me dizer sua localização?
Puis-je m'asseoir auprès de toi ?	Posso me sentar com você?
Je n'aurais pas dû faire ça. C'était une erreur.	Eu não deveria ter feito isso. Isso foi um erro.
Je n'ai pas pensé que vous en aviez besoin d'un.	Eu não achei que você precisasse de um.
Tom aurait dû faire les choses différemment.	Tom deveria ter feito as coisas de maneira diferente.
Je suis vraiment désolée pour ce que j'ai dit.	Eu sinto muito pelo que eu disse.
Bien que les forêts tropicales ne couvrent que 2% de la surface de la terre, plus de la moitié des espèces animales, végétales et des insectes y vivent.	Embora as florestas tropicais cobrem apenas 2% da superfície da terra, mais da metade do animal, planta e espécies de insetos vivem lá.
Pourquoi m'as-tu largué ?	Por que você me deixou?
Je suis juste heureuse d'être ici.	Estou feliz por estar aqui.
Il est licite de prendre une photo de l'extérieur.	É lícito tirar uma foto do lado de fora.
Ma mère cuisine pour moi.	Minha mãe cozinhando para mim.
Est-ce cela que veut le gouvernement?	É isso que o governo quer?
Vous êtes tellement idiot !	Você é tão bobo!
Je me suis perdu dans les bois.	Eu me perdi na floresta.
Êtes-vous satisfait de mon explication ?	Você está satisfeito com a minha explicação?
J'ai toujours été intéressé par l'art.	Eu sempre estive interessado na arte.
Rejoignez-moi dans le baquet d'eau chaude.	Junte-se a mim na banheira de água quente.
Il dit deux ou trois mots et partit.	Ele diz duas ou três palavras e saiu.
Elle le saisit par la main.	Ela a pegou pela mão dela.
Il ne cessa de pleurer.	Ele continuou chorando.
Vous ne regardez pas.	Você não olha.
Continue à biper Tom.	Continue a biper tom.
J'ai un boulot pour vous.	Eu tenho um trabalho para você.
Je t'ai toujours apprécié.	Eu sempre apreciei você.
C'est une voiture de fonction.	É um carro de função.
Je ne l'aime toujours pas.	Eu ainda não gosto disso.
J'aimerais retirer ma veste.	Eu gostaria de retirar minha jaqueta.
Tu as fait un boulot incroyable.	Você fez um trabalho incrível.
Ce n'était pas gentil.	Não foi legal.
Elles travaillent de nuit.	Eles trabalham à noite.
Ton chat est gras.	Seu gato é gordo.
J'ai une assuétude.	Eu tenho uma base.
Je ne voulais pas parler français.	Eu não queria falar francês.
Je t'ai sauvée.	Eu salvei você.
Que se passe-t-il ici ?	O que esta acontecendo aqui ?
Ce serait intéressant de voir si nous pouvons faire ça.	Seria interessante ver se podemos fazer isso.
J'avais l'intention d'en faire la recherche.	Eu pretendia fazer isso.
Cinq plus trois fait huit.	Cinco mais três fazem oito.
Ils travaillent aux champs.	Eles trabalham nos campos.
Vous dîtes que vous vous en fichiez.	Você te diz que você fez.
Qui écoute Tom ?	Quem ouve Tom?
Elle est adorable.	Ela é adorável.
Il y a deux ou trois stylos sur le bureau.	Existem duas ou três canetas na mesa.
Cet oiseau ne peut pas voler.	Este pássaro não pode voar.
C'est un peu démodé.	É um pouco antiquado.
Nous pensons pouvoir gérer cela.	Achamos que podemos lidar com isso.
Tu peux faire ceci.	Você consegue fazer isso.
La plupart de mes amis sont des garçons.	A maioria dos meus amigos são meninos.
Que dirais-tu de celle-ci ?	O que você diria deste?
Ce n'est pas toi qui commandes, ici !	Não é você quem comanda, aqui!
Je ne suis pas surprise d'entendre cela.	Eu não estou surpreso ao ouvir isso.
Celles-ci sont toutes à moi.	Estes são todos de mim.
Avez-vous tout lu ?	Você leu tudo?
Cela ne se produira probablement pas de mon vivant.	Isso provavelmente não vai acontecer na minha vida.
Qui veut de la gelée ?	Quem quer geléia?
Il est allé aux États-Unis d'Amérique pour étudier l'anglais.	Ele foi para os Estados Unidos da América para estudar inglês.
Tokyo est un lieu où la vie est très onéreuse.	Tóquio é um lugar onde a vida é muito cara.
Tom continua.	Tom continuou.
Il avait mal à la tête.	Ele tinha dor de cabeça.
Il s'est perdu en ville.	Ele perdeu na cidade.
Il faisait très froid.	Estava muito frio.
Tom a envoyé un SMS à Marie.	Tom enviou um SMS para Maria.
Dans quel lit dors-tu ?	Em qual cama você dorme?
Je bégaie quand je suis nerveux.	Eu gaguejo quando estou nervoso.
Il voulait que le chauffeur de taxi tourne à gauche.	Ele queria que o taxista vira à esquerda.
Il est son ami.	Ele é seu amigo.
J'ai allumé le feu.	Eu comecei o fogo.
Le niveau des mers autour du monde s'élève.	O nível dos mares ao redor do mundo sobe.
Les esclaves étaient considérés comme des biens.	Os escravos foram considerados propriedade.
Est-ce que tu sais qui a écrit ce livre ?	Você sabe quem escreveu este livro?
Vous ne souriez pas.	Você não sorri.
C'était notre plus gros problème.	Foi o nosso maior problema.
S'il te plait, explique comment s'y rendre.	Por favor, explica como chegar lá.
Mon projet a été rejeté.	Meu projeto foi rejeitado.
Je ne peux pas te la donner.	Eu não posso dar a você.
J'ai ma propre théorie.	Eu tenho minha própria teoria.
Qu'est-ce que tu leur as dit ?	O que você disse a eles?
Sais-tu quand elle viendra ?	Você sabe quando ela vem?
Que faites-vous de votre temps libre ?	O que você faz com seu tempo livre?
Les garçons nagèrent dans la rivière.	Os meninos entraram no rio.
Laissez-moi faire une sieste.	Deixe-me tirar uma soneca.
Demande à Tom d'être calme.	Pede que Tom seja calmo.
La lettre fut écrite par Tom.	A carta foi escrita por Tom.
Je n'aime pas les pommes.	Eu não gosto de maçãs.
Ça fait du bien d'être à nouveau de retour.	É bom estar de volta novamente.
Ils nous ont rendu visite.	Eles nos visitaram.
Je sais qu'il est très improbable que j'arrive à te convaincre que tu as tort.	Eu sei que é muito improvável que eu possa convencê-lo de que você está errado.
Que préféreriez-vous faire, rester à regarder la télévision à la maison, ou sortir au cinéma ?	O que você preferiria fazer, ficar assistindo TV em casa ou saia para o cinema?
Écoutez une minute !	Ouça por um minuto!
Allez vous laver les dents !	Vai escovar os dentes !
J'étais confiant.	Eu estava confiante.
Je vais garder ce livre pour moi-même.	Eu vou manter este livro para mim mesmo.
Elles sont mauvaises.	Eles são ruins.
T'es-tu déjà disputé avec tes parents ?	Você já jogou com seus pais?
J'aurai 16 ans à mon prochain anniversaire.	Eu terei 16 anos no meu próximo aniversário.
Je voulais juste faire un geste.	Eu só queria fazer um gesto.
Si tu veux que je t'embrasse, tout ce que tu as à faire est de demander.	Se você quer que eu beije você, tudo o que você precisa fazer é perguntar.
Il remarqua son embarras.	Ele notou seu embaraço.
Il se passait quelque chose.	Algo estava acontecendo.
Vous êtes cernées.	Você está cercado.
Je me fiche de savoir à qui nous le donnons.	Eu não sei quem nós damos.
Cela empire-t-il ?	Isso é império?
Est-ce que je peux monter avec toi ?	Posso me levantar com você?
Je sais que Tom est crédule.	Eu sei que Tom é crédulo.
C’est le calme avant la tempête.	Isso é calmo antes da tempestade.
Je suis venue voir si tu allais bien.	Eu vim para ver se você estava indo bem.
Je veux laisser cette boîte ici.	Eu quero deixar esta caixa aqui.
Essayons d’appeler Tom.	Vamos ligar para Tom.
Tu es un de mes meilleurs amis.	Você é um dos meus melhores amigos.
Pourquoi ne puis-je te voir ?	Por que não posso ver você?
Il faut que quelqu'un paie la note.	Alguém deve pagar a nota.
Une fois que vous avez fait une promesse, vous vous devez de la tenir.	Depois de ter feito uma promessa, você deve-se ao segurar.
C'est mieux que tu ne saches pas.	É melhor do que você não sabe.
Est-ce qu'on peut parler ?	Podemos conversar?
